Artist,Number of weeks in top ten,Peak,Peak date,Title,Top ten entry date,Year,Unique Words,Total Words
Timex Social Club,4,8,16-Aug,Rumors,9-Aug,1986,163,665
Lionel Richie,8,2,13-Sep,Dancing on the Ceiling,16-Aug,1986,97,316
Berlin,7,1,13-Sep,Take My Breath Away,16-Aug,1986,71,186
Wham!,2,10,16-Aug,The Edge of Heaven,16-Aug,1986,130,419
Gloria Loring and Carl Anderson,7,2,27-Sep,Friends and Lovers,30-Aug,1986,76,191
Michael McDonald,3,7,30-Aug,Sweet Freedom,30-Aug,1986,107,237
Huey Lewis and the News,7,1,20-Sep,Stuck with You,30-Aug,1986,85,363
Miami Sound Machine,3,5,20-Sep,Words Get in the Way,6-Sep,1986,84,240
Run–D.M.C.,5,4,27-Sep,Walk This Way,6-Sep,1986,129,385
Regina,2,10,13-Sep,Baby Love,13-Sep,1986,99,196
Glass Tiger,5,2,11-Oct,Don't Forget Me (When I'm Gone),20-Sep,1986,60,211
Daryl Hall,4,5,4-Oct,Dreamtime,20-Sep,1986,118,391
Janet Jackson,6,1,11-Oct,When I Think of You,27-Sep,1986,58,233
Stacey Q,4,3,11-Oct,Two of Hearts,27-Sep,1986,96,461
Billy Ocean,1,10,27-Sep,Love Zone,27-Sep,1986,90,263
Genesis,4,4,11-Oct,Throwing It All Away,4-Oct,1986,106,256
Tina Turner,6,2,18-Oct,Typical Male,4-Oct,1986,113,199
Don Johnson,3,5,18-Oct,Heartbeat,11-Oct,1986,80,192
Cyndi Lauper,6,1,25-Oct,True Colors,11-Oct,1986,76,270
Robert Palmer,5,2,8-Nov,I Didn't Mean to Turn You On,18-Oct,1986,60,207
Lisa Lisa and Cult Jam,3,8,25-Oct,All Cried Out,18-Oct,1986,115,291
Billy Joel,1,10,18-Oct,A Matter of Trust,18-Oct,1986,146,327
Boston,6,1,8-Nov,Amanda,25-Oct,1986,100,299
The Human League,7,1,22-Nov,Human,25-Oct,1986,84,185
Anita Baker,2,8,1-Nov,Sweet Love,25-Oct,1986,74,237
Madonna,5,3,15-Nov,True Blue,1-Nov,1986,110,245
Eddie Money,4,4,15-Nov,Take Me Home Tonight,1-Nov,1986,94,256
Bon Jovi,6,1,29-Nov,You Give Love a Bad Name,8-Nov,1986,75,302
Cameo,5,6,22-Nov,Word Up!,8-Nov,1986,117,322
"Oran ""Juice"" Jones",2,9,15-Nov,The Rain,8-Nov,1986,212,532
Peter Cetera and Amy Grant,6,1,6-Dec,The Next Time I Fall,15-Nov,1986,81,227
Huey Lewis and the News,5,3,6-Dec,Hip to Be Square,22-Nov,1986,100,265
Bruce Hornsby and the Range,8,1,13-Dec,The Way It Is,22-Nov,1986,96,236
Lionel Richie,3,9,29-Nov,Love Will Conquer All,22-Nov,1986,98,175
The Bangles,8,1,20-Dec,Walk Like an Egyptian,29-Nov,1986,111,222
Wang Chung,7,2,27-Dec,Everybody Have Fun Tonight,6-Dec,1986,91,271
Billy Idol,3,6,20-Dec,To Be a Lover,6-Dec,1986,88,420
Ben E. King,4,9,20-Dec,Stand by Me,13-Dec,1986,53,164
Bruce Springsteen and the E Street Band,3,8,27-Dec,War,27-Dec,1986,106,171
The Pretenders,2,10,27-Dec,Don't Get Me Wrong,27-Dec,1986,101,184
Duran Duran,6,2,10-Jan,Notorious,13-Dec,1987,108,218
Gregory Abbott,8,1,17-Jan,Shake You Down,13-Dec,1987,125,497
Robbie Nevil,7,2,17-Jan,C'est la Vie,20-Dec,1987,85,397
Janet Jackson,6,5,24-Jan,Control,27-Dec,1987,130,447
Billy Vera and the Beaters,6,1,24-Jan,At This Moment,10-Jan,1987,75,208
Survivor,3,9,17-Jan,Is This Love,10-Jan,1987,127,312
Madonna,6,1,7-Feb,Open Your Heart,17-Jan,1987,107,263
Genesis,4,4,31-Jan,Land of Confusion,17-Jan,1987,137,350
Glass Tiger,3,7,24-Jan,Someday,24-Jan,1987,53,156
Cyndi Lauper,5,3,14-Feb,Change of Heart,24-Jan,1987,89,157
Kool & the Gang,1,10,24-Jan,Victory,24-Jan,1987,83,234
Bon Jovi,7,1,14-Feb,Livin' on a Prayer,31-Jan,1987,90,302
Samantha Fox,4,4,14-Feb,Touch Me (I Want Your Body),31-Jan,1987,85,356
The Georgia Satellites,5,2,21-Feb,Keep Your Hands to Yourself,7-Feb,1987,92,226
Chicago,4,3,21-Feb,Will You Still Love Me?,7-Feb,1987,107,390
Boston,2,9,14-Feb,We're Ready,7-Feb,1987,78,208
Huey Lewis and the News,6,1,14-Mar,Jacob's Ladder,14-Feb,1987,81,189
Lionel Richie,3,7,21-Feb,Ballerina Girl,14-Feb,1987,88,191
The Jets,4,3,7-Mar,You Got It All,21-Feb,1987,82,181
Ready for the World,1,9,21-Feb,Love You Down,21-Feb,1987,81,431
Linda Ronstadt and James Ingram,5,2,14-Mar,Somewhere Out There,28-Feb,1987,67,174
Bruce Willis,4,5,7-Mar,Respect Yourself,28-Feb,1987,100,231
Beastie Boys,2,7,7-Mar,(You Gotta) Fight for Your Right (To Party!),28-Feb,1987,90,175
Peter Gabriel,4,8,7-Mar,Big Time,28-Feb,1987,123,365
Bruce Hornsby and the Range,5,4,21-Mar,Mandolin Rain,7-Mar,1987,124,354
Janet Jackson,5,2,21-Mar,Let's Wait Awhile,7-Mar,1987,115,357
Club Nouveau,6,1,21-Mar,Lean on Me,14-Mar,1987,78,252
Starship,8,1,4-Apr,Nothing's Gonna Stop Us Now,14-Mar,1987,105,440
Genesis,4,3,4-Apr,"Tonight, Tonight, Tonight",21-Mar,1987,97,410
Exposé,5,5,4-Apr,Come Go with Me,21-Mar,1987,109,438
Europe,2,8,28-Mar,The Final Countdown,28-Mar,1987,70,159
Crowded House,7,2,25-Apr,Don't Dream It's Over,28-Mar,1987,93,269
Aretha Franklin and George Michael,7,1,18-Apr,I Knew You Were Waiting (For Me),28-Mar,1987,119,422
Wang Chung,2,9,11-Apr,Let's Go!,4-Apr,1987,96,492
Prince,5,3,25-Apr,Sign o' the Times,11-Apr,1987,144,259
Lou Gramm,3,5,18-Apr,Midnight Blue,11-Apr,1987,126,289
Steve Winwood,4,8,18-Apr,The Finer Things,11-Apr,1987,102,251
Jody Watley,6,2,2-May,Looking for a New Love,18-Apr,1987,81,465
Cutting Crew,6,1,2-May,(I Just) Died in Your Arms,18-Apr,1987,117,327
Madonna,5,4,2-May,La Isla Bonita,25-Apr,1987,112,323
U2,8,1,16-May,With or Without You,25-Apr,1987,60,185
Kool & the Gang,1,10,2-May,Stone Love,2-May,1987,99,248
Bryan Adams,4,6,16-May,Heat of the Night,9-May,1987,92,184
Chris de Burgh,6,3,23-May,The Lady in Red,9-May,1987,87,259
Fleetwood Mac,5,5,30-May,Big Love,9-May,1987,39,89
Kim Wilde,6,1,6-Jun,You Keep Me Hangin' On,16-May,1987,86,264
Poison,2,9,16-May,Talk Dirty to Me,16-May,1987,84,171
Atlantic Starr,7,1,13-Jun,Always,16-May,1987,79,270
Lisa Lisa and Cult Jam,7,1,20-Jun,Head to Toe,30-May,1987,101,383
Breakfast Club,1,7,30-May,Right on Track,30-May,1987,106,581
Huey Lewis and the News,1,9,30-May,I Know What I Like,30-May,1987,96,358
Bon Jovi,5,7,6-Jun,Wanted Dead or Alive,30-May,1987,91,241
Genesis,5,3,27-Jun,In Too Deep,6-Jun,1987,117,394
Herb Alpert featuring Janet Jackson,4,5,20-Jun,Diamonds,6-Jun,1987,68,204
Whitney Houston,9,1,27-Jun,I Wanna Dance with Somebody (Who Loves Me),6-Jun,1987,90,412
Smokey Robinson,4,8,4-Jul,Just to See Her,13-Jun,1987,77,331
Heart,8,1,11-Jul,Alone,20-Jun,1987,76,184
Kenny G,4,4,11-Jul,Songbird,20-Jun,1987,9999,9999
Bob Seger,7,1,1-Aug,Shakedown,27-Jun,1987,100,303
The System,4,4,18-Jul,Don't Disturb This Groove,4-Jul,1987,121,330
Exposé,4,5,18-Jul,Point of No Return,4-Jul,1987,70,307
Pseudo Echo,3,6,18-Jul,Funkytown,4-Jul,1987,38,306
Crowded House,3,7,25-Jul,Something So Strong,11-Jul,1987,61,116
U2,7,1,8-Aug,I Still Haven't Found What I'm Looking For,11-Jul,1987,78,223
George Michael,6,2,8-Aug,I Want Your Sex,18-Jul,1987,62,110
Gloria Estefan and Miami Sound Machine,5,5,1-Aug,Rhythm Is Gonna Get You,18-Jul,1987,64,245
T'Pau,5,4,8-Aug,Heart and Soul,25-Jul,1987,168,618
The Jets,3,7,1-Aug,Cross My Broken Heart,1-Aug,1987,105,246
Suzanne Vega,5,3,22-Aug,Luka,1-Aug,1987,85,267
Robbie Nevil,2,10,1-Aug,Wot's It to Ya,1-Aug,1987,86,164
Madonna,6,1,22-Aug,Who's That Girl,8-Aug,1987,77,200
Los Lobos,7,1,29-Aug,La Bamba,15-Aug,1987,50,247
Richard Marx,4,3,29-Aug,Don't Mean Nothing,15-Aug,1987,139,422
Debbie Gibson,5,4,5-Sep,Only in My Dreams,15-Aug,1987,58,243
The Whispers,3,7,29-Aug,Rock Steady,22-Aug,1987,76,226
Michael Jackson and Siedah Garrett,6,1,19-Sep,I Just Can't Stop Loving You,22-Aug,1987,114,421
Whitney Houston,7,1,26-Sep,Didn't We Almost Have It All,29-Aug,1987,87,180
Starship,1,9,29-Aug,It's Not Over ('Til It's Over),29-Aug,1987,68,242
Dan Hill and Vonda Shepard,4,6,12-Sep,Can't We Try,29-Aug,1987,110,334
Whitesnake,7,1,10-Oct,Here I Go Again,5-Sep,1987,89,332
Huey Lewis and the News,3,6,19-Sep,Doing It All for My Baby,5-Sep,1987,72,278
ABC,4,5,19-Sep,When Smokey Sings,12-Sep,1987,112,277
Bananarama,6,4,26-Sep,I Heard a Rumour,12-Sep,1987,90,212
Lisa Lisa and Cult Jam,6,1,17-Oct,Lost in Emotion,19-Sep,1987,113,325
Grateful Dead,2,9,26-Sep,Touch of Grey,19-Sep,1987,125,325
Europe,5,3,10-Oct,Carrie,26-Sep,1987,74,166
Prince,6,2,17-Oct,U Got the Look,26-Sep,1987,98,361
Heart,3,7,3-Oct,Who Will You Run To,3-Oct,1987,95,351
John Cougar Mellencamp,3,9,3-Oct,Paper in Fire,3-Oct,1987,86,252
Smokey Robinson,1,10,3-Oct,One Heartbeat,3-Oct,1987,82,256
Michael Jackson,5,1,24-Oct,Bad,10-Oct,1987,119,618
LeVert,4,5,31-Oct,Casanova,10-Oct,1987,112,310
Madonna,5,2,24-Oct,Causing a Commotion,17-Oct,1987,105,288
Tiffany,6,1,7-Nov,I Think We're Alone Now,24-Oct,1987,73,389
Billy Idol,6,1,21-Nov,Mony Mony,24-Oct,1987,55,350
Exposé,3,7,31-Oct,Let Me Be the One,24-Oct,1987,92,363
Fleetwood Mac,5,4,7-Nov,Little Lies,24-Oct,1987,65,300
Swing Out Sister,4,6,14-Nov,Breakout,31-Oct,1987,74,282
Bruce Springsteen,5,5,21-Nov,Brilliant Disguise,31-Oct,1987,136,286
Bill Medley and Jennifer Warnes,6,1,28-Nov,(I've Had) The Time of My Life,7-Nov,1987,105,368
Pet Shop Boys,2,9,14-Nov,It's a Sin,7-Nov,1987,120,379
Belinda Carlisle,6,1,5-Dec,Heaven Is a Place on Earth,14-Nov,1987,84,287
Richard Marx,5,3,12-Dec,Should've Known Better,14-Nov,1987,109,171
Cutting Crew,2,9,21-Nov,I've Been in Love Before,21-Nov,1987,59,193
George Michael,9,1,12-Dec,Faith,21-Nov,1987,112,287
Sting,4,7,5-Dec,We'll Be Together,28-Nov,1987,61,245
Debbie Gibson,7,4,19-Dec,Shake Your Love,28-Nov,1987,92,443
Whitesnake,7,2,19-Dec,Is This Love,5-Dec,1987,87,250
R.E.M.,1,9,5-Dec,The One I Love,5-Dec,1987,28,163
Jody Watley,6,6,19-Dec,Don't You Want Me,5-Dec,1987,94,369
Pretty Poison,3,8,19-Dec,Catch Me (I'm Falling),19-Dec,1987,77,144
Steve Winwood,1,9,19-Dec,Valerie,19-Dec,1987,87,177
Whitney Houston,8,1,9-Jan,So Emotional,5-Dec,1988,82,386
George Harrison,8,1,16-Jan,Got My Mind Set on You,12-Dec,1988,41,394
Michael Jackson,6,1,23-Jan,The Way You Make Me Feel,26-Dec,1988,102,513
John Cougar Mellencamp,3,8,9-Jan,Cherry Bomb,26-Dec,1988,137,343
INXS,8,1,30-Jan,Need You Tonight,26-Dec,1988,66,262
Taylor Dayne,4,7,23-Jan,Tell It to My Heart,9-Jan,1988,86,290
Tiffany,6,1,6-Feb,Could've Been,16-Jan,1988,86,222
The Bangles,5,2,6-Feb,Hazy Shade of Winter,16-Jan,1988,94,176
Elton John,3,6,23-Jan,Candle in the Wind,16-Jan,1988,99,301
Exposé,6,1,20-Feb,Seasons Change,23-Jan,1988,83,300
Roger,5,3,13-Feb,I Want to Be Your Man,23-Jan,1988,87,350
Eric Carmen,5,4,13-Feb,Hungry Eyes,30-Jan,1988,60,157
Pet Shop Boys with Dusty Springfield,5,2,20-Feb,What Have I Done to Deserve This?,6-Feb,1988,109,711
Foreigner,4,6,20-Feb,Say You Will,6-Feb,1988,93,368
Bruce Springsteen,1,9,6-Feb,Tunnel of Love,6-Feb,1988,116,203
Prince,1,10,6-Feb,I Could Never Take the Place of Your Man,6-Feb,1988,94,235
Paul Carrack,3,9,13-Feb,Don't Shed a Tear,13-Feb,1988,67,230
Patrick Swayze featuring Wendy Fraser,6,3,27-Feb,She's Like the Wind,13-Feb,1988,71,262
George Michael,6,1,27-Feb,Father Figure,20-Feb,1988,130,465
Rick Astley,7,1,12-Mar,Never Gonna Give You Up,20-Feb,1988,79,433
Belinda Carlisle,5,2,19-Mar,I Get Weak,27-Feb,1988,92,322
Gloria Estefan and Miami Sound Machine,3,6,5-Mar,Can't Stay Away from You,27-Feb,1988,93,272
David Lee Roth,3,6,12-Mar,Just Like Paradise,5-Mar,1988,108,354
Richard Marx,6,2,26-Mar,Endless Summer Nights,5-Mar,1988,115,218
Michael Jackson,7,1,26-Mar,Man in the Mirror,5-Mar,1988,140,613
Cher,1,10,5-Mar,I Found Someone,5-Mar,1988,83,239
Debbie Gibson,5,3,9-Apr,Out of the Blue,12-Mar,1988,58,146
Keith Sweat,5,5,2-Apr,I Want Her,12-Mar,1988,107,594
Billy Ocean,7,1,9-Apr,"Get Outta My Dreams, Get into My Car",19-Mar,1988,80,356
The Jets,4,6,2-Apr,Rocket 2 U,26-Mar,1988,116,353
Def Leppard,1,10,26-Mar,Hysteria,26-Mar,1988,78,209
INXS,5,2,16-Apr,Devil Inside,2-Apr,1988,65,130
Pebbles,5,5,23-Apr,Girlfriend,2-Apr,1988,130,640
Whitney Houston,6,1,23-Apr,Where Do Broken Hearts Go,2-Apr,1988,107,193
Terence Trent D'Arby,6,1,7-May,Wishing Well,9-Apr,1988,97,220
Aerosmith,5,3,30-Apr,Angel,16-Apr,1988,84,252
Tiffany,3,7,23-Apr,I Saw Him Standing There,16-Apr,1988,64,238
Jody Watley,1,10,16-Apr,Some Kind of Lover,16-Apr,1988,88,237
Gloria Estefan and Miami Sound Machine,7,1,14-May,Anything for You,23-Apr,1988,98,275
Natalie Cole,4,5,7-May,Pink Cadillac,23-Apr,1988,135,374
Taylor Dayne,3,7,7-May,Prove Your Love,23-Apr,1988,87,225
Pet Shop Boys,4,4,21-May,Always on My Mind,7-May,1988,61,259
Johnny Hates Jazz,6,2,14-May,Shattered Dreams,7-May,1988,73,247
Icehouse,3,7,21-May,Electric Blue,7-May,1988,77,334
Samantha Fox,6,3,4-Jun,Naughty Girls (Need Love Too),7-May,1988,140,355
George Michael,7,1,28-May,One More Try,14-May,1988,102,312
Foreigner,4,5,28-May,I Don't Want to Live Without You,14-May,1988,81,261
White Lion,2,8,21-May,Wait,21-May,1988,74,208
Hall & Oates,5,3,11-Jun,Everything Your Heart Desires,21-May,1988,109,371
The Deele,1,10,21-May,Two Occasions,21-May,1988,89,345
Rick Astley,6,1,18-Jun,Together Forever,28-May,1988,81,255
Brenda Russell,2,6,4-Jun,Piano in the Dark,28-May,1988,91,287
Debbie Gibson,6,1,25-Jun,Foolish Beat,4-Jun,1988,93,267
The Jets,5,4,25-Jun,Make It Real,4-Jun,1988,62,111
Michael Jackson,5,1,2-Jul,Dirty Diana,11-Jun,1988,143,383
Belinda Carlisle,2,7,18-Jun,Circle in the Sand,11-Jun,1988,79,236
Bruce Hornsby and the Range,5,5,2-Jul,The Valley Road,11-Jun,1988,93,223
Cheap Trick,6,1,9-Jul,The Flame,18-Jun,1988,92,321
Prince,2,8,25-Jun,Alphabet St.,18-Jun,1988,154,379
Pebbles,5,2,9-Jul,Mercedes Boy,25-Jun,1988,62,316
Def Leppard,7,2,23-Jul,Pour Some Sugar on Me,25-Jun,1988,116,378
Poison,3,6,9-Jul,Nothin' but a Good Time,2-Jul,1988,106,219
INXS,5,3,23-Jul,New Sensation,2-Jul,1988,95,226
Richard Marx,6,1,23-Jul,Hold on to the Nights,9-Jul,1988,100,202
Al B. Sure!,2,7,16-Jul,Nite and Day,9-Jul,1988,103,395
Steve Winwood,7,1,30-Jul,Roll with It,16-Jul,1988,100,262
Breathe,6,2,6-Aug,Hands to Heaven,16-Jul,1988,85,213
Eric Carmen,6,3,13-Aug,Make Me Lose Control,16-Jul,1988,130,413
Terence Trent D'Arby,5,4,13-Aug,Sign Your Name,23-Jul,1988,105,301
Jane Wiedlin,2,9,30-Jul,Rush Hour,23-Jul,1988,81,171
Gloria Estefan and Miami Sound Machine,5,3,20-Aug,1/2/2003,30-Jul,1988,293,729
Elton John,6,2,27-Aug,I Don't Wanna Go on with You Like That,30-Jul,1988,113,290
Chicago,5,3,27-Aug,I Don't Wanna Live Without Your Love,6-Aug,1988,82,343
George Michael,6,1,27-Aug,Monkey,6-Aug,1988,92,335
Johnny Kemp,1,10,13-Aug,Just Got Paid,13-Aug,1988,94,275
Guns N' Roses,7,1,10-Sep,Sweet Child o' Mine,20-Aug,1988,74,235
Tracy Chapman,4,6,27-Aug,Fast Car,20-Aug,1988,177,522
Robert Palmer,6,2,10-Sep,Simply Irresistible,27-Aug,1988,97,316
Huey Lewis and the News,5,3,10-Sep,Perfect World,27-Aug,1988,98,234
Whitney Houston,1,9,27-Aug,Love Will Save the Day,27-Aug,1988,137,276
Van Halen,3,5,10-Sep,When It's Love,3-Sep,1988,72,248
New Edition,4,7,17-Sep,If It Isn't Love,3-Sep,1988,104,338
Taylor Dayne,6,3,24-Sep,I'll Always Love You,3-Sep,1988,90,181
Bobby McFerrin,6,1,24-Sep,"Don't Worry, Be Happy",10-Sep,1988,94,508
Kenny Loggins,3,8,17-Sep,Nobody's Fool,10-Sep,1988,131,380
Def Leppard,6,1,8-Oct,Love Bites,17-Sep,1988,106,251
Rick Astley,1,10,17-Sep,It Would Take a Strong Strong Man,17-Sep,1988,89,296
Peter Cetera,3,4,1-Oct,One Good Woman,24-Sep,1988,95,293
Cheap Trick,5,4,8-Oct,Don't Be Cruel,24-Sep,1988,77,313
UB40,6,1,15-Oct,Red Red Wine,1-Oct,1988,136,622
Joan Jett and the Blackhearts,3,8,1-Oct,I Hate Myself for Loving You,1-Oct,1988,104,347
Information Society,6,3,22-Oct,What's on Your Mind (Pure Energy),1-Oct,1988,80,276
Phil Collins,6,1,22-Oct,A Groovy Kind of Love,8-Oct,1988,67,180
New Kids on the Block,1,10,8-Oct,Please Don't Go Girl,8-Oct,1988,61,290
Steve Winwood,3,6,29-Oct,Don't You Know What the Night Can Do?,15-Oct,1988,86,392
Bobby Brown,2,8,15-Oct,Don't Be Cruel,15-Oct,1988,187,585
The Escape Club,7,1,12-Nov,"Wild, Wild West",15-Oct,1988,135,489
The Beach Boys,5,1,5-Nov,Kokomo,22-Oct,1988,101,214
Kylie Minogue,6,3,12-Nov,The Loco-Motion,22-Oct,1988,84,333
INXS,3,7,5-Nov,Never Tear Us Apart,29-Oct,1988,59,168
Whitney Houston,4,5,12-Nov,One Moment in Time,29-Oct,1988,85,289
Bon Jovi,6,1,19-Nov,Bad Medicine,29-Oct,1988,140,543
U2,5,3,26-Nov,Desire,5-Nov,1988,70,124
Will to Power,6,1,3-Dec,"Baby, I Love Your Way/Freebird Medley",12-Nov,1988,96,319
George Michael,4,5,26-Nov,Kissing a Fool,12-Nov,1988,121,323
Breathe,5,3,3-Dec,How Can I Fall?,19-Nov,1988,374,865
Chicago,8,1,10-Dec,Look Away,19-Nov,1988,105,265
Duran Duran,4,4,3-Dec,I Don't Want Your Love,26-Nov,1988,79,191
Anita Baker,7,3,17-Dec,Giving You the Best That I Got,26-Nov,1988,117,312
Boy Meets Girl,6,5,17-Dec,Waiting for a Star to Fall,3-Dec,1988,103,326
Poison,8,1,24-Dec,Every Rose Has Its Thorn,3-Dec,1988,115,235
Guns N' Roses,4,7,24-Dec,Welcome to the Jungle,10-Dec,1988,100,306
Eddie Money,4,9,24-Dec,Walk on Water,10-Dec,1988,112,430
Bobby Brown,7,1,14-Jan,My Prerogative,10-Dec,1989,110,462
Phil Collins,7,1,21-Jan,Two Hearts,24-Dec,1989,81,206
The Bangles,4,5,7-Jan,In Your Room,24-Dec,1989,75,249
Taylor Dayne,7,2,21-Jan,Don't Rush Me,24-Dec,1989,90,274
Def Leppard,5,3,21-Jan,Armageddon It,7-Jan,1989,113,476
Michael Jackson,3,7,14-Jan,Smooth Criminal,7-Jan,1989,78,514
Boys Club,1,8,14-Jan,I Remember Holding You,14-Jan,1989,82,219
Annie Lennox & Al Green,2,9,14-Jan,Put a Little Love in Your Heart,14-Jan,1989,66,201
Karyn White,4,7,4-Feb,The Way You Love Me,14-Jan,1989,108,676
Sheriff,5,1,4-Feb,When I'm with You,21-Jan,1989,51,199
White Lion,4,3,4-Feb,When the Children Cry,21-Jan,1989,80,259
Paula Abdul,7,1,11-Feb,Straight Up,28-Jan,1989,114,465
Bon Jovi,5,3,18-Feb,Born to Be My Baby,28-Jan,1989,124,424
Tone Lōc,6,2,18-Feb,Wild Thing,28-Jan,1989,207,480
Tiffany,3,6,11-Feb,All This Time,28-Jan,1989,79,197
Sheena Easton,5,2,4-Mar,The Lover in Me,11-Feb,1989,100,544
Samantha Fox,1,8,11-Feb,I Wanna Have Some Fun,11-Feb,1989,121,307
Rick Astley,3,6,25-Feb,She Wants to Dance with Me,11-Feb,1989,73,234
Information Society,3,9,18-Feb,Walking Away,11-Feb,1989,72,286
Debbie Gibson,7,1,4-Mar,Lost in Your Eyes,18-Feb,1989,71,191
Edie Brickell & New Bohemians,3,7,4-Mar,What I Am,18-Feb,1989,43,199
New Kids on the Block,5,3,11-Mar,You Got It (The Right Stuff),18-Feb,1989,74,281
Mike + The Mechanics,6,1,25-Mar,The Living Years,25-Feb,1989,129,320
Bobby Brown,4,3,18-Mar,Roni,4-Mar,1989,103,618
Ann Wilson & Robin Zander,2,6,11-Mar,Surrender to Me,4-Mar,1989,97,197
Guns N' Roses,3,5,11-Mar,Paradise City,4-Mar,1989,131,495
Milli Vanilli,7,2,1-Apr,Girl You Know It's True,11-Mar,1989,129,428
Rod Stewart,5,4,1-Apr,My Heart Can't Tell You No,11-Mar,1989,193,785
The Bangles,6,1,1-Apr,Eternal Flame,18-Mar,1989,60,260
Roxette,7,1,8-Apr,The Look,18-Mar,1989,77,167
Breathe,1,10,18-Mar,Don't Tell Me Lies,18-Mar,1989,82,173
Fine Young Cannibals,7,1,15-Apr,She Drives Me Crazy,25-Mar,1989,73,182
Was (Not Was),3,7,1-Apr,Walk the Dinosaur,25-Mar,1989,125,250
Chicago,1,10,25-Mar,You're Not Alone,25-Mar,1989,107,250
R.E.M.,4,6,8-Apr,Stand,1-Apr,1989,53,348
Vanessa Williams,2,8,8-Apr,Dreamin',1-Apr,1989,70,170
Madonna,7,1,22-Apr,Like a Prayer,8-Apr,1989,85,465
Tone Lōc,5,3,29-Apr,Funky Cold Medina,8-Apr,1989,216,505
Karyn White,1,8,15-Apr,Superwoman,15-Apr,1989,158,557
Roy Orbison,1,9,15-Apr,You Got It,15-Apr,1989,58,176
Poison,1,10,15-Apr,Your Mama Don't Dance,15-Apr,1989,107,182
Bon Jovi,6,1,13-May,I'll Be There for You,22-Apr,1989,118,423
Deon Estus & George Michael,2,5,29-Apr,Heaven Help Me,22-Apr,1989,84,303
Thirty Eight Special,4,6,6-May,Second Chance,22-Apr,1989,246,507
Jody Watley,6,2,20-May,Real Love,29-Apr,1989,77,348
Cher & Peter Cetera,4,6,13-May,After All (Love Theme from Chances Are),29-Apr,1989,92,305
Paula Abdul,6,1,20-May,Forever Your Girl,29-Apr,1989,130,455
Donny Osmond,6,2,3-Jun,Soldier of Love,6-May,1989,104,370
Animotion,1,9,6-May,Room to Move,6-May,1989,93,206
Michael Damian,5,1,3-Jun,Rock On,13-May,1989,55,162
Guns N' Roses,5,4,3-Jun,Patience,13-May,1989,129,305
Bette Midler,7,1,10-Jun,Wind Beneath My Wings,13-May,1989,94,287
Bobby Brown,6,3,10-Jun,Every Little Step,20-May,1989,108,289
New Kids on the Block,6,1,17-Jun,I'll Be Loving You (Forever),27-May,1989,84,304
Lita Ford & Ozzy Osbourne,4,8,17-Jun,Close My Eyes Forever,27-May,1989,100,251
Neneh Cherry,6,3,24-Jun,Buffalo Stance,3-Jun,1989,183,548
Richard Marx,5,1,24-Jun,Satisfied,10-Jun,1989,94,181
Jimmy Harnen with Synch,1,10,10-Jun,Where Are You Now?,10-Jun,1989,90,207
Milli Vanilli,6,1,1-Jul,Baby Don't Forget My Number,17-Jun,1989,76,297
Fine Young Cannibals,6,1,8-Jul,Good Thing,17-Jun,1989,79,273
Donna Summer,3,7,24-Jun,This Time I Know It's for Real,17-Jun,1989,89,261
Waterfront,2,10,17-Jun,Cry,17-Jun,1989,79,198
Natalie Cole,4,7,8-Jul,Miss You Like Crazy,24-Jun,1989,113,342
Simply Red,6,1,15-Jul,If You Don't Know Me By Now,1-Jul,1989,86,176
Madonna,5,2,15-Jul,Express Yourself,1-Jul,1989,131,390
Cyndi Lauper,2,6,8-Jul,I Drove All Night,1-Jul,1989,87,235
Martika,6,1,22-Jul,Toy Soldiers,8-Jul,1989,91,282
Exposé,3,8,15-Jul,What You Don't Know,8-Jul,1989,77,293
Prince,6,1,5-Aug,Batdance,15-Jul,1989,144,453
The Doobie Brothers,1,9,15-Jul,The Doctor,15-Jul,1989,88,212
Love and Rockets,6,3,5-Aug,So Alive,15-Jul,1989,70,194
Bobby Brown,6,2,5-Aug,On Our Own,22-Jul,1989,141,611
Bon Jovi,4,7,29-Jul,Lay Your Hands on Me,22-Jul,1989,79,245
Great White,5,5,12-Aug,"Once Bitten, Twice Shy",29-Jul,1989,142,400
Dino,4,7,12-Aug,I Like It,29-Jul,1989,97,390
Richard Marx,7,1,12-Aug,Right Here Waiting,29-Jul,1989,78,206
Paula Abdul,8,1,2-Sep,Cold Hearted,5-Aug,1989,91,360
Gloria Estefan,8,1,16-Sep,Don't Wanna Lose You,12-Aug,1989,91,221
New Kids on the Block,6,1,9-Sep,Hangin' Tough,19-Aug,1989,79,237
Karyn White,3,6,26-Aug,Secret Rendezvous,19-Aug,1989,107,360
Don Henley,2,8,26-Aug,The End of the Innocence,26-Aug,1989,139,319
Jody Watley featuring Eric B. & Rakim,2,9,26-Aug,Friends,26-Aug,1989,207,524
Jeff Healey Band,4,5,2-Sep,Angel Eyes,26-Aug,1989,104,239
Warrant,7,2,23-Sep,Heaven,2-Sep,1989,134,272
Surface,4,5,16-Sep,Shower Me with Your Love,2-Sep,1989,84,243
Milli Vanilli,6,1,23-Sep,Girl I'm Gonna Miss You,9-Sep,1989,116,412
Cher,5,3,23-Sep,If I Could Turn Back Time,9-Sep,1989,91,387
Skid Row,5,4,23-Sep,18 and Life,9-Sep,1989,110,294
